,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
549,Senior Statistical Programmer - Operations,USD 65.00 - 82.00 Per Hour (Employer est.),"They will be strong hands-on contributors to the team, providing support through production of analysis datasets, analysis dataset specifications, tables,……",4.4,Redbock,Remote,51 to 200 Employees,2010,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
550,Senior Data Scientist,USD 117K - 167K (Glassdoor est.),"Master of Arts or Master of Science (MA/MS) degree required in Statistics, Biostatistics, Data Science, Information Management, or a closely related field.…",3.0,Garud Technology Services,"Washington, DC",Unknown,--,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
551,Data Visualization PowerBI Developer,USD 77K - 105K (Glassdoor est.),"Perform technical risk analysis and reliability assessments. The Artificial Intelligence & Data Engineering team leverages the power of data, analytics,……",4.0,Deloitte,"Mechanicsburg, PA",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
552,Principal Data Scientist,USD 132K - 195K (Glassdoor est.),Demonstrated ability to effectively communicate complex data insights to both technical and non-technical stakeholders through data visualization.…,3.5,Keolis Commuter Services,"Boston, MA",501 to 1000 Employees,1908,Company - Private,Taxi & Car Services,Transportation & Logistics,$1 to $5 billion (USD)
553,Principal Data Scientist - BCG X & BCG Fed,USD 253K (Employer est.),"You will collaborate on interdisciplinary teams of BCG X engineers, researchers, technical experts, designers, and BCG consultants to design, build, and deploy……",4.3,Boston Consulting Group,"Pittsburgh, PA",10000+ Employees,1963,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
554,Data Scientist,USD 87K - 137K (Glassdoor est.),Author data state surveys that highlight and demonstrate data lake utilization. Experience with deploying data analytics tools and techniques.…,3.8,TEKsystems,"Fort Walton Beach, FL",1001 to 5000 Employees,1983,Subsidiary or Business Segment,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD)
555,Senior Marketing Data Analyst,USD 66K - 95K (Glassdoor est.),Serves as project management lead on implementation of marketing visualization tools. Runs deep-dive analysis and answers ad-hoc business questions to drive……,4.2,Insperity,"Kingwood, TX",1001 to 5000 Employees,1986,Company - Public,Business Consulting,Management & Consulting,$5 to $25 million (USD)
556,Data Scientist - A/B testing and Pyspark,USD 70K - 102K (Glassdoor est.),"Your role will combine a judicious and tactful blend of Hi-Tech domain, Analytical experience, Client interfacing skills, and solution design and business……",3.2,Infosys,"Austin, TX",10000+ Employees,1981,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD)
557,"Manager, Data Scientist - Compliance Risk",-1,You have hands-on experience developing data science solutions using open-source tools and cloud computing platforms. At least 4 years’ experience with SQL.…,3.9,Capital One,"McLean, VA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
558,Cleared Data Scientist - Workforce Analytics,USD 110K - 147K (Glassdoor est.),"Our high performing team works with clients to implement the full spectrum of data analytics and data science, from data architecture and storage to data……",3.7,Guidehouse,"Washington, DC",1001 to 5000 Employees,2018,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
559,Senior Engineer - Generative AI Product Engineering (Remote Eligible),-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. We are committed to building world-class applied science and engineering teams……",3.9,Capital One,"Atlanta, GA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
560,Lead Software Engineer- Big Data Streaming,USD 100K - 132K (Glassdoor est.),"Executes creative software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to……",4.0,JPMorgan Chase & Co,"Columbus, OH",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
561,Computer AI Engineer,USD 71K - 111K (Glassdoor est.),Strong problem-solving skills with an emphasis on manufacturing and process/product engineering. Developing vision models and data algorithms to increase and……,3.2,Howmet Aerospace,"Whitehall, MI",Unknown,1888,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
562,Senior Engineer - Generative AI Product Engineering (Remote Eligible),-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. We are committed to building world-class applied science and engineering teams……",3.9,Capital One,"New York, NY",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
563,Applied Scientist (Audio 3D Vision) - $180-$230k,USD 180K - 230K (Employer est.),"Ph.D. or Postdoctoral researcher in 3D Computer Vision, Speech Synthesis, Computer Graphics, or related field. Generative models for face reconstruction.…",4.1,CyberCoders,"New York, NY",201 to 500 Employees,1999,Subsidiary or Business Segment,Staffing & Subcontracting,Human Resources & Staffing,$100 to $500 million (USD)
564,Data Scientist: Food Industry,USD 90K - 125K (Employer est.),Strong communication skills to collaborate effectively with cross-functional teams and convey complex concepts to non-technical stakeholders.…,-1,Marler Search Group,Remote,-1,-1,-1,-1,-1,-1
565,Quantitative Developer (Data Engineer/Scientist),USD 150K - 800K (Employer est.),"Demonstrated hands-on expertise utilizing Python for programming, complemented by a strong foundation in data science and engineering practices.…",3.4,Selby Jennings,"Houston, TX",201 to 500 Employees,2004,Subsidiary or Business Segment,Staffing & Subcontracting,Human Resources & Staffing,$5 to $25 million (USD)
566,"Staff Machine Learning Software Engineer, New Initiatives - Remote",USD 181K - 246K (Glassdoor est.),Preferred Qualifications PhD in Computer Science or related field with research in machine learning Experience building 0→1 ML products at large (dropbox-level)……,4.4,Dropbox,"Boston, MA",1001 to 5000 Employees,2007,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
567,Advanced Analytics and Data Science Senior Manager,USD 155K (Employer est.),Partner with enterprise engineering and BI teams to construct downstream impact analysis and own change management communication for data sources.…,4.1,JMS Technical Solutions,"Katy, TX",1 to 50 Employees,2009,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
568,Senior Engineer - Generative AI Product Engineering,-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. You will work with a team of world-class AI engineers and researchers to……",3.9,Capital One,"McLean, VA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
569,Senior Engineer - Generative AI Product Engineering (Remote Eligible),-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. You will work with a team of world-class AI engineers and researchers to……",3.9,Capital One,"Wilmington, DE",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
570,Senior Data Scientist,USD 105K - 141K (Glassdoor est.),Perform technical risk analysis and reliability assessments. 6+ years of experience in developing algorithms using data science technologies to build analytical……,4.0,Deloitte,"Gilbert, AZ",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
571,Senior Data Scientist,USD 97K - 162K (Employer est.),"The right candidate could also have a different combination, such as a master's degree and 2 years' experience; a Ph.D. and up to 1 year of experience; or 8……",4.0,Cox Communications,"Atlanta, GA",10000+ Employees,1962,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD)
572,Data Scientist,USD 93K - 127K (Glassdoor est.),"Master’s Degree in Statistics, Data Science or related field. You will work collaboratively with data engineers and data mappers to design, build and scale our……",3.7,CARFAX,"Centreville, VA",1001 to 5000 Employees,1984,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable
573,"Engineer, Generative AI",USD 160K - 190K (Employer est.),"Conduct research, design, and develop generative AI-driven features and experiences customized to the unique preferences and behaviors of our users.…",3.7,Vagaro,"Pleasanton, CA",201 to 500 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
574,Data Scientist Senior Technical Specialist,USD 146K - 234K (Employer est.),"Requires strong technical and computational skills - engineering, physics, mathematics, coupled with the ability to code design, develop, and deploy……",3.6,Peraton,"Reston, VA",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
575,"Senior Associate Data Scientist - Statistical Analysis, Financial Services",-1,"Master’s Degree in “STEM” field (Science, Technology, Engineering, or Mathematics), or PhD in “STEM” field (Science, Technology, Engineering, or Mathematics).…",3.9,Capital One,"Plano, TX",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
576,"Data Scientist, Advisor",USD 146K - 234K (Employer est.),"A degree in a related field (e.g., Computer Info Sys, Engineering, in the physical/hard sciences, or other science disciplines with a substantial computational……",3.6,Peraton,"Fort Meade, MD",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
